node,pagerank_support,pagerank_oppose,pagerank_neutral,signed_positive,signed_negative,signed_attention,signed_net,signed_balance,support_rank,signed_net_rank,rank_shift_signed_minus_support,rank_shift_abs,net_support_minus_oppose_z,controversy_z,support_z,oppose_z,neutral_z,signed_attention_rank
6SJ7,2.139444624519238e-05,4.896492745948385e-05,6.436935888163675e-05,2.1273530435603147e-05,0.0,2.1273530435603147e-05,2.1273530435603147e-05,1.0,3013,2332,-681,681,-0.0393741637020103,-0.5794473671129463,-0.3094107654074783,-0.270036601705468,-0.2645965381223965,3490
7,0.001015340086134087,0.0004257159287635434,0.0003315710127104582,0.0005839715720504767,0.00037419960895903416,0.0009581711810095108,0.00020977196309144257,0.21892952663263243,122,318,196,196,1.971891708699523,6.658230100064932,4.315060904382228,2.3431691956827048,2.7404532839868843,121
71.106.28.156,2.139444624519238e-05,4.896492745948385e-05,6.436935888163675e-05,2.1273530435603147e-05,0.0,2.1273530435603147e-05,2.1273530435603147e-05,1.0,3013,2332,-681,681,-0.0393741637020103,-0.5794473671129463,-0.3094107654074783,-0.270036601705468,-0.2645965381223965,3490
71.112.134.138,2.139444624519238e-05,4.896492745948385e-05,6.436935888163675e-05,2.1273530435603147e-05,0.0,2.1273530435603147e-05,2.1273530435603147e-05,1.0,3013,2332,-681,681,-0.0393741637020103,-0.5794473671129463,-0.3094107654074783,-0.270036601705468,-0.2645965381223965,3490
7107delicious,2.139444624519238e-05,4.896492745948385e-05,6.436935888163675e-05,2.1273530435603147e-05,0.0,2.1273530435603147e-05,2.1273530435603147e-05,1.0,3013,2332,-681,681,-0.0393741637020103,-0.5794473671129463,-0.3094107654074783,-0.270036601705468,-0.2645965381223965,3490
71Demon,2.139444624519238e-05,4.896492745948385e-05,6.436935888163675e-05,2.1273530435603147e-05,0.0,2.1273530435603147e-05,2.1273530435603147e-05,1.0,3013,2332,-681,681,-0.0393741637020103,-0.5794473671129463,-0.3094107654074783,-0.270036601705468,-0.2645965381223965,3490
74.178.230.17,2.139444624519238e-05,4.896492745948385e-05,6.436935888163675e-05,2.1273530435603147e-05,0.0,2.1273530435603147e-05,2.1273530435603147e-05,1.0,3013,2332,-681,681,-0.0393741637020103,-0.5794473671129463,-0.3094107654074783,-0.270036601705468,-0.2645965381223965,3490
75.62.7.22,2.139444624519238e-05,4.896492745948385e-05,6.436935888163675e-05,2.1273530435603147e-05,0.0,2.1273530435603147e-05,2.1273530435603147e-05,1.0,3013,2332,-681,681,-0.0393741637020103,-0.5794473671129463,-0.3094107654074783,-0.270036601705468,-0.2645965381223965,3490
76,2.139444624519238e-05,4.896492745948385e-05,6.436935888163675e-05,2.1273530435603147e-05,0.0,2.1273530435603147e-05,2.1273530435603147e-05,1.0,3013,2332,-681,681,-0.0393741637020103,-0.5794473671129463,-0.3094107654074783,-0.270036601705468,-0.2645965381223965,3490
78.26,2.139444624519238e-05,4.896492745948385e-05,6.436935888163675e-05,2.1273530435603147e-05,0.0,2.1273530435603147e-05,2.1273530435603147e-05,1.0,3013,2332,-681,681,-0.0393741637020103,-0.5794473671129463,-0.3094107654074783,-0.270036601705468,-0.2645965381223965,3490
7OA,2.139444624519238e-05,4.896492745948385e-05,6.436935888163675e-05,2.1273530435603147e-05,0.0,2.1273530435603147e-05,2.1273530435603147e-05,1.0,3013,2332,-681,681,-0.0393741637020103,-0.5794473671129463,-0.3094107654074783,-0.270036601705468,-0.2645965381223965,3490
80-MAN,3.7916990164829036e-05,0.00016426303351274645,0.0003194346064680171,4.400536294068177e-05,6.5954131208166945e-06,5.060077606149847e-05,3.740994981986507e-05,0.7393157325175861,2516,1972,-544,544,-0.7622269942371475,0.2971523751300723,-0.23253730955353755,0.5296896846836099,2.6039627162928016,2799
80.176.190.96,2.139444624519238e-05,4.896492745948385e-05,6.436935888163675e-05,2.1273530435603147e-05,0.0,2.1273530435603147e-05,2.1273530435603147e-05,1.0,3013,2332,-681,681,-0.0393741637020103,-0.5794473671129463,-0.3094107654074783,-0.270036601705468,-0.2645965381223965,3490
82,2.139444624519238e-05,4.896492745948385e-05,6.436935888163675e-05,2.1273530435603147e-05,0.0,2.1273530435603147e-05,2.1273530435603147e-05,1.0,3013,2332,-681,681,-0.0393741637020103,-0.5794473671129463,-0.3094107654074783,-0.270036601705468,-0.2645965381223965,3490
83d40m,2.139444624519238e-05,4.896492745948385e-05,6.436935888163675e-05,2.1273530435603147e-05,0.0,2.1273530435603147e-05,2.1273530435603147e-05,1.0,3013,2332,-681,681,-0.0393741637020103,-0.5794473671129463,-0.3094107654074783,-0.270036601705468,-0.2645965381223965,3490
8bitJake,2.139444624519238e-05,4.896492745948385e-05,6.436935888163675e-05,2.1273530435603147e-05,0.0,2.1273530435603147e-05,2.1273530435603147e-05,1.0,3013,2332,-681,681,-0.0393741637020103,-0.5794473671129463,-0.3094107654074783,-0.270036601705468,-0.2645965381223965,3490
90,2.139444624519238e-05,4.896492745948385e-05,6.436935888163675e-05,2.1273530435603147e-05,0.0,2.1273530435603147e-05,2.1273530435603147e-05,1.0,3013,2332,-681,681,-0.0393741637020103,-0.5794473671129463,-0.3094107654074783,-0.270036601705468,-0.2645965381223965,3490
95j,2.139444624519238e-05,4.896492745948385e-05,6.436935888163675e-05,2.1273530435603147e-05,0.0,2.1273530435603147e-05,2.1273530435603147e-05,1.0,3013,2332,-681,681,-0.0393741637020103,-0.5794473671129463,-0.3094107654074783,-0.270036601705468,-0.2645965381223965,3490
95jb14,2.8037675822189663e-05,0.00027287914090566324,0.00019408939718009935,4.627647216495676e-05,5.9047310842407836e-05,0.00010532378300736459,-1.2770838677451077e-05,-0.12125313307971569,2673,11204,8531,8531,-1.5615707559855516,1.0045663422076334,-0.27850220688895905,1.2830685490965925,1.1942835714391,2056
987li,2.2767474472024435e-05,0.0009556318963125314,9.178716887947649e-05,0.0002510197675901952,0.00022521365778660883,0.00047623342537680404,2.5806109803586352e-05,0.05418794319858611,2869,2208,-661,661,-6.321774496723721,5.715729379189305,-0.3030225587672075,6.018751937956513,0.04375441658171417,424
999,2.139444624519238e-05,4.896492745948385e-05,6.436935888163675e-05,2.1273530435603147e-05,0.0,2.1273530435603147e-05,2.1273530435603147e-05,1.0,3013,2332,-681,681,-0.0393741637020103,-0.5794473671129463,-0.3094107654074783,-0.270036601705468,-0.2645965381223965,3490
99of9,2.139444624519238e-05,4.896492745948385e-05,6.436935888163675e-05,2.1273530435603147e-05,0.0,2.1273530435603147e-05,2.1273530435603147e-05,1.0,3013,2332,-681,681,-0.0393741637020103,-0.5794473671129463,-0.3094107654074783,-0.270036601705468,-0.2645965381223965,3490
9cds,9.796237961941169e-05,0.00040554949876350056,0.00020545802495263766,0.00011938575154836191,0.00010638176943040204,0.00022576752097876396,1.3003982117959872e-05,0.05759899414045055,1897,10714,8817,8817,-2.1564592828629006,2.2501238770295946,0.046832297083347046,2.2032915799462476,1.3221394150536725,1134
@pple,0.00016373660530556033,9.057752193541542e-05,0.00012454147122829956,0.00011434528943158158,4.6361684868506e-05,0.0001607069743000876,6.798360456307558e-05,0.4230283399905845,1472,1451,-21,21,0.33426104399748696,0.37145119358348805,0.3528561187904875,0.01859507479300055,0.4121215619052267,1539
A,2.139444624519238e-05,4.896492745948385e-05,6.436935888163675e-05,2.1273530435603147e-05,0.0,2.1273530435603147e-05,2.1273530435603147e-05,1.0,3013,2332,-681,681,-0.0393741637020103,-0.5794473671129463,-0.3094107654074783,-0.270036601705468,-0.2645965381223965,3490
A Cool Editor,2.139444624519238e-05,0.000132190116411347,6.436935888163675e-05,2.1273530435603147e-05,2.2603126087832727e-05,4.3876656523435874e-05,-1.3295956522295805e-06,-0.030303030303127188,3013,11079,8066,8066,-0.6166375166989475,-0.002184014116009103,-0.3094107654074783,0.3072267512914692,-0.2645965381223965,2958
A Link to the Past,0.00016898896131161716,0.00042750894601459327,0.00045043822754726044,0.00013287015003198135,0.0001600169007526756,0.00029288705078465695,-2.714675072069424e-05,-0.09268675637235219,1441,11281,9840,9840,-1.978312410242613,2.732899295641098,0.3772934426992424,2.3556058529418555,4.077278478297972,832
A Man In Black,0.0001057489763704869,5.486004501024082e-05,7.350862888091666e-05,8.251948847793658e-05,1.1743179209713317e-05,9.426266768764989e-05,7.077630926822327e-05,0.7508413564397376,1834,1413,-421,421,0.31220764614431806,-0.14608658225871857,0.08306053194279976,-0.22914711420151831,-0.1618128865543596,2176
A Nobody,2.139444624519238e-05,4.896492745948385e-05,6.436935888163675e-05,2.1273530435603147e-05,0.0,2.1273530435603147e-05,2.1273530435603147e-05,1.0,3013,2332,-681,681,-0.0393741637020103,-0.5794473671129463,-0.3094107654074783,-0.270036601705468,-0.2645965381223965,3490
A Prodigy,2.139444624519238e-05,4.896492745948385e-05,6.436935888163675e-05,2.1273530435603147e-05,0.0,2.1273530435603147e-05,2.1273530435603147e-05,1.0,3013,2332,-681,681,-0.0393741637020103,-0.5794473671129463,-0.3094107654074783,-0.270036601705468,-0.2645965381223965,3490
A Raider Like Indiana,2.524670882349961e-05,7.944939265724097e-05,0.00016318286771270374,2.6156322906086023e-05,7.465987590380767e-06,3.362231049646679e-05,1.8690335315705255e-05,0.5558908665027448,2756,10397,7641,7641,-0.23289614550531618,-0.3500790000687652,-0.2914875727870407,-0.05859142728172449,0.8466971716276986,3195
A Stop at Willoughby,2.139444624519238e-05,4.896492745948385e-05,6.436935888163675e-05,2.1273530435603147e-05,0.0,2.1273530435603147e-05,2.1273530435603147e-05,1.0,3013,2332,-681,681,-0.0393741637020103,-0.5794473671129463,-0.3094107654074783,-0.270036601705468,-0.2645965381223965,3490
A Train,2.139444624519238e-05,4.896492745948385e-05,6.436935888163675e-05,2.1273530435603147e-05,0.0,2.1273530435603147e-05,2.1273530435603147e-05,1.0,3013,2332,-681,681,-0.0393741637020103,-0.5794473671129463,-0.3094107654074783,-0.270036601705468,-0.2645965381223965,3490
A Transportation Enthusiast,2.139444624519238e-05,4.896492745948385e-05,6.436935888163675e-05,2.1273530435603147e-05,0.0,2.1273530435603147e-05,2.1273530435603147e-05,1.0,3013,2332,-681,681,-0.0393741637020103,-0.5794473671129463,-0.3094107654074783,-0.270036601705468,-0.2645965381223965,3490
A ding ding ding ding ding ding ding,2.139444624519238e-05,4.896492745948385e-05,6.436935888163675e-05,2.1273530435603147e-05,0.0,2.1273530435603147e-05,2.1273530435603147e-05,1.0,3013,2332,-681,681,-0.0393741637020103,-0.5794473671129463,-0.3094107654074783,-0.270036601705468,-0.2645965381223965,3490
A ghost,2.139444624519238e-05,4.896492745948385e-05,6.436935888163675e-05,2.1273530435603147e-05,0.0,2.1273530435603147e-05,2.1273530435603147e-05,1.0,3013,2332,-681,681,-0.0393741637020103,-0.5794473671129463,-0.3094107654074783,-0.270036601705468,-0.2645965381223965,3490
A little insignificant,2.139444624519238e-05,4.896492745948385e-05,6.436935888163675e-05,2.1273530435603147e-05,0.0,2.1273530435603147e-05,2.1273530435603147e-05,1.0,3013,2332,-681,681,-0.0393741637020103,-0.5794473671129463,-0.3094107654074783,-0.270036601705468,-0.2645965381223965,3490
A man of honour,2.139444624519238e-05,4.896492745948385e-05,6.436935888163675e-05,2.1273530435603147e-05,0.0,2.1273530435603147e-05,2.1273530435603147e-05,1.0,3013,2332,-681,681,-0.0393741637020103,-0.5794473671129463,-0.3094107654074783,-0.270036601705468,-0.2645965381223965,3490
A mcmurray,2.139444624519238e-05,4.896492745948385e-05,6.436935888163675e-05,2.1273530435603147e-05,0.0,2.1273530435603147e-05,2.1273530435603147e-05,1.0,3013,2332,-681,681,-0.0393741637020103,-0.5794473671129463,-0.3094107654074783,-0.270036601705468,-0.2645965381223965,3490
A new name 2008,0.0009920175782454934,0.0007535264753900491,0.00026826328390036603,0.0009049164495704726,0.0007840889147426484,0.001689005364313121,0.00012082753482782417,0.07153768565854254,128,831,703,703,-0.4103664333863861,8.823465755868181,4.2065496612408975,4.616916094627284,2.0284708674379726,25
A. B.,0.0003673575810429628,4.896492745948385e-05,6.436935888163675e-05,0.00021125327470007365,6.659848751149993e-05,0.00027785176221157355,0.0001446547871885737,0.5206185702663444,683,629,-54,54,1.5702679046939696,1.0301947012830335,1.3002313029885015,-0.270036601705468,-0.2645965381223965,897
A. Exeunt,2.139444624519238e-05,4.896492745948385e-05,6.436935888163675e-05,2.1273530435603147e-05,0.0,2.1273530435603147e-05,2.1273530435603147e-05,1.0,3013,2332,-681,681,-0.0393741637020103,-0.5794473671129463,-0.3094107654074783,-0.270036601705468,-0.2645965381223965,3490
A.Garnet,2.139444624519238e-05,4.896492745948385e-05,6.436935888163675e-05,2.1273530435603147e-05,0.0,2.1273530435603147e-05,2.1273530435603147e-05,1.0,3013,2332,-681,681,-0.0393741637020103,-0.5794473671129463,-0.3094107654074783,-0.270036601705468,-0.2645965381223965,3490
A.Savin,2.139444624519238e-05,4.896492745948385e-05,6.436935888163675e-05,2.1273530435603147e-05,0.0,2.1273530435603147e-05,2.1273530435603147e-05,1.0,3013,2332,-681,681,-0.0393741637020103,-0.5794473671129463,-0.3094107654074783,-0.270036601705468,-0.2645965381223965,3490
A.Z.,2.139444624519238e-05,4.896492745948385e-05,6.436935888163675e-05,2.1273530435603147e-05,0.0,2.1273530435603147e-05,2.1273530435603147e-05,1.0,3013,2332,-681,681,-0.0393741637020103,-0.5794473671129463,-0.3094107654074783,-0.270036601705468,-0.2645965381223965,3490
A1octopus,2.139444624519238e-05,4.896492745948385e-05,6.436935888163675e-05,2.1273530435603147e-05,0.0,2.1273530435603147e-05,2.1273530435603147e-05,1.0,3013,2332,-681,681,-0.0393741637020103,-0.5794473671129463,-0.3094107654074783,-0.270036601705468,-0.2645965381223965,3490
A2Kafir,2.139444624519238e-05,4.896492745948385e-05,6.436935888163675e-05,2.1273530435603147e-05,0.0,2.1273530435603147e-05,2.1273530435603147e-05,1.0,3013,2332,-681,681,-0.0393741637020103,-0.5794473671129463,-0.3094107654074783,-0.270036601705468,-0.2645965381223965,3490
A3RO,2.198150913408795e-05,0.00012907147038940052,9.178716887947649e-05,3.2508281811437245e-05,2.0890631198320795e-05,5.339891300975804e-05,1.161765061311645e-05,0.21756342888465643,2926,10771,7845,7845,-0.5922746916389059,-0.021084054111897843,-0.30667937287540187,0.285595318763504,0.04375441658171417,2747
A412,2.139444624519238e-05,4.896492745948385e-05,6.436935888163675e-05,2.1273530435603147e-05,0.0,2.1273530435603147e-05,2.1273530435603147e-05,1.0,3013,2332,-681,681,-0.0393741637020103,-0.5794473671129463,-0.3094107654074783,-0.270036601705468,-0.2645965381223965,3490
A520,2.326087841660366e-05,0.000290944675253853,0.0001741292076672319,3.43850757266439e-05,3.573646326013467e-05,7.012153898677858e-05,-1.3513875334907725e-06,-0.01927207464379207,2842,11080,8238,8238,-1.7091009408839275,1.1076470856316716,-0.30072692762612807,1.4083740132577995,0.969803808363472,2461
A6Patch,2.139444624519238e-05,4.896492745948385e-05,6.436935888163675e-05,2.1273530435603147e-05,0.0,2.1273530435603147e-05,2.1273530435603147e-05,1.0,3013,2332,-681,681,-0.0393741637020103,-0.5794473671129463,-0.3094107654074783,-0.270036601705468,-0.2645965381223965,3490
A7x,2.139444624519238e-05,4.896492745948385e-05,6.436935888163675e-05,2.1273530435603147e-05,0.0,2.1273530435603147e-05,2.1273530435603147e-05,1.0,3013,2332,-681,681,-0.0393741637020103,-0.5794473671129463,-0.3094107654074783,-0.270036601705468,-0.2645965381223965,3490
A8UDI,2.139444624519238e-05,4.896492745948385e-05,6.436935888163675e-05,2.1273530435603147e-05,0.0,2.1273530435603147e-05,2.1273530435603147e-05,1.0,3013,2332,-681,681,-0.0393741637020103,-0.5794473671129463,-0.3094107654074783,-0.270036601705468,-0.2645965381223965,3490
A930913,2.139444624519238e-05,0.0001033219312195832,6.436935888163675e-05,4.18834341679498e-05,5.6089222500403015e-05,9.797265666835282e-05,-1.4205788332453214e-05,-0.14499748006774196,3013,11217,8204,8204,-0.41640312145626734,-0.20241840935868924,-0.3094107654074783,0.10699235604878907,-0.2645965381223965,2133
AA,0.0001580553097299752,0.0002050831846274784,7.122381138109667e-05,0.00011352218428122205,6.832138738842693e-05,0.00018184357166964898,4.520079689279512e-05,0.24856967160164653,1499,1812,313,313,-0.4864017527360159,1.1392479393326898,0.3264230932983369,0.8128248460343528,-0.18750879944636892,1393
AA Milne,2.139444624519238e-05,4.896492745948385e-05,6.436935888163675e-05,2.1273530435603147e-05,0.0,2.1273530435603147e-05,2.1273530435603147e-05,1.0,3013,2332,-681,681,-0.0393741637020103,-0.5794473671129463,-0.3094107654074783,-0.270036601705468,-0.2645965381223965,3490
AAA!,2.139444624519238e-05,4.896492745948385e-05,6.436935888163675e-05,2.1273530435603147e-05,0.0,2.1273530435603147e-05,2.1273530435603147e-05,1.0,3013,2332,-681,681,-0.0393741637020103,-0.5794473671129463,-0.3094107654074783,-0.270036601705468,-0.2645965381223965,3490
AAAAA,2.139444624519238e-05,4.896492745948385e-05,6.436935888163675e-05,2.1273530435603147e-05,0.0,2.1273530435603147e-05,2.1273530435603147e-05,1.0,3013,2332,-681,681,-0.0393741637020103,-0.5794473671129463,-0.3094107654074783,-0.270036601705468,-0.2645965381223965,3490
ABCD,0.0001516354594923936,0.00012930060017199253,0.00011119726488462157,0.00010113269065878391,5.629049462765278e-05,0.0001574231852864367,4.4842196031131136e-05,0.2848512812743515,1542,1828,286,286,0.00936923858139066,0.5837384384700179,0.2965538385257043,0.28718459994431367,0.262047622149792,1563
ABCD.09,2.407219802721892e-05,0.00013621216629776565,0.0002133902123316238,2.6419202665923417e-05,7.568860617930295e-06,3.398806328385371e-05,1.8850342047993124e-05,0.5546165396528528,2807,10383,7576,7576,-0.6320764881438428,0.03817218973627373,-0.2969521492037845,0.3351243389400582,1.411347763619622,3180
ABF,2.139444624519238e-05,4.896492745948385e-05,6.436935888163675e-05,2.1273530435603147e-05,0.0,2.1273530435603147e-05,2.1273530435603147e-05,1.0,3013,2332,-681,681,-0.0393741637020103,-0.5794473671129463,-0.3094107654074783,-0.270036601705468,-0.2645965381223965,3490
ACBest,2.312950318041668e-05,0.00031199387955604935,9.757905480587801e-05,3.478694612194081e-05,3.809320348891054e-05,7.288014961085134e-05,-3.306257366969728e-06,-0.045365677549013286,2852,11112,8260,8260,-1.8557128635001454,1.2530365247770094,-0.30133816936156793,1.5543746941385774,0.10889213382039681,2420
ACupOfCoffee,2.139444624519238e-05,4.896492745948385e-05,6.436935888163675e-05,2.1273530435603147e-05,0.0,2.1273530435603147e-05,2.1273530435603147e-05,1.0,3013,2332,-681,681,-0.0393741637020103,-0.5794473671129463,-0.3094107654074783,-0.270036601705468,-0.2645965381223965,3490
ADH10,2.139444624519238e-05,4.896492745948385e-05,6.436935888163675e-05,2.1273530435603147e-05,0.0,2.1273530435603147e-05,2.1273530435603147e-05,1.0,3013,2332,-681,681,-0.0393741637020103,-0.5794473671129463,-0.3094107654074783,-0.270036601705468,-0.2645965381223965,3490
ADNghiem501,2.139444624519238e-05,4.896492745948385e-05,6.436935888163675e-05,2.1273530435603147e-05,0.0,2.1273530435603147e-05,2.1273530435603147e-05,1.0,3013,2332,-681,681,-0.0393741637020103,-0.5794473671129463,-0.3094107654074783,-0.270036601705468,-0.2645965381223965,3490
AED,2.139444624519238e-05,4.896492745948385e-05,6.436935888163675e-05,2.1273530435603147e-05,0.0,2.1273530435603147e-05,2.1273530435603147e-05,1.0,3013,2332,-681,681,-0.0393741637020103,-0.5794473671129463,-0.3094107654074783,-0.270036601705468,-0.2645965381223965,3490
